,tweet,followers,labels,tokens
752, Very good morning ☺️,2820,1,"['very', 'good', 'morning']"
753,  There goes to show how strict the Chinese government is towards regulating the companies. T… https://t.co/JE1RMZr0an,383,1,"['there', 'go', 'to', 'show', 'how', 'strict', 'chinese', 'government', 'towards', 'regulating', 'company', 't', 'http', 'tcoje1rmzr0an']"
754, Very!!!,554,1,['very']
755," ""Nah, maybe tomorrow night~ But seriously, it's okay if you do.""",66,0,"['nah', 'maybe', 'tomorrow', 'night', 'seriously', 's', 'okay']"
756,    It was illey,47,0,['illey']
757, i'm happy for u,41,0,"['m', 'happy', 'u']"
758,so alone i could tat that shit on my forehead &lt;/3,44,0,"['so', 'alone', 'could', 'tat', 'shit', 'on', 'forehead', 'lt', '3']"
759,All earpers right now 😭 #WynonnaEarp #BringWynonnaHome https://t.co/JaPTCgjann,544,1,"['all', 'earpers', 'right', 'now', 'wynonnaearp', 'bringwynonnahome', 'http', 'tcojaptcgjann']"
760, That's more like it😂😂,107,1,"['s', 'more', 'like']"
761,Sad day 😢😔 https://t.co/4VXaIzbzJ5,1,0,"['sad', 'day', 'http', 'tco4vxaizbzj5']"
762," 1969? I ain't never been a fan of testers or test teams! But, if u're interested, I have a solution(from a 17… https://t.co/nkLsA7cNCi",21,0,"['1969', 'ai', 'nt', 'never', 'fan', 'tester', 'test', 'team', 'u', 're', 'interested', 'solution', 'from', '17', 'http', 'tconklsa7cnci']"
763, GRACE,1104,1,['grace']
764, It was probably your daddies granny 🤷🏾‍♀️ dm me when you find out. I guarantee your name is an old slave name though.,2140,1,"['probably', 'daddy', 'granny', 'dm', 'when', 'find', 'out', 'guarantee', 'name', 'old', 'slave', 'name', 'though']"
765,If u mine imma show u a diff typa vibe 😌,268,1,"['u', 'mine', 'imma', 'show', 'u', 'diff', 'typa', 'vibe']"
766,The best https://t.co/95vV091gB5,432,1,"['best', 'http', 'tco95vv091gb5']"
767, Nigga is a federal agent,5711,1,"['nigga', 'federal', 'agent']"
768,tbh its against my religion but as long as they dont do it in front of me its ok i guess https://t.co/3HJduyjQEK,695,1,"['tbh', 'against', 'religion', 'long', 'dont', 'in', 'front', 'ok', 'guess', 'http', 'tco3hjduyjqek']"
769,"  Jung Hoseok 

Beautiful sun ☀️

I vote #BTSArmy for #BestFanArmy at #iHeartAwards ",282,1,"['jung', 'hoseok', 'beautiful', 'sun', 'vote', 'btsarmy', 'bestfanarmy', 'iheartawards']"
770, You know me too well 👀👈,9667,1,"['know', 'too', 'well']"
771,Who else wanna play w me lol,19,0,"['else', 'wan', 'na', 'play', 'w', 'lol']"
772,TREASURE - 'BOY' M/V https://t.co/hkEZ6glRCx ผ่าน  #TREASURE ,55,0,"['treasure', 'boy', 'mv', 'http', 'tcohkez6glrcx', 'ผาน', 'treasure']"
773,"  YES, shes just oof https://t.co/GXtRVXIYfN",596,1,"['yes', 'shes', 'just', 'oof', 'http', 'tcogxtrvxiyfn']"
774,"Joe Musgrove threw a no-hitter? Hm, I’m too busy watching Taylor Widener pitch down 2-0 against the Reds at home.",115,1,"['joe', 'musgrove', 'threw', 'nohitter', 'hm', 'm', 'too', 'busy', 'watching', 'taylor', 'widener', 'pitch', 'down', '20', 'against', 'red', 'home']"
775, Final do show,2582,1,"['final', 'show']"
776,"We’ve had our new dog for two weeks. Not one accident in the house. 

Today, he peed in the house. On the carpet. 

Twice.",566,1,"['ve', 'new', 'dog', 'two', 'week', 'not', 'one', 'accident', 'in', 'house', 'today', 'peed', 'in', 'house', 'on', 'carpet', 'twice']"
777, Reizinho d+++++ JUSTICE FOR LEE,290,1,"['reizinho', 'd', 'justice', 'lee']"
778,  Looks like ’s bitch,1206,1,"['look', 'like', 's', 'bitch']"
779,took thsi edible and i feel like this https://t.co/2kVx1SZ8Vu,1066,1,"['took', 'thsi', 'edible', 'feel', 'like', 'http', 'tco2kvx1sz8vu']"
780,"  I vote #Dynamite as the #BestMusicVideo for the #iHeartAwards 
",1,0,"['vote', 'dynamite', 'bestmusicvideo', 'iheartawards']"
781,  This bid beautiful,339,1,"['bid', 'beautiful']"
782,"  Té 
I vote for #Dynamite for #BestMusicVideo at the #iHeartAwards",1047,1,"['té', 'vote', 'dynamite', 'bestmusicvideo', 'iheartawards']"
783,don’t look at it then ? mute her name if you hate her so much https://t.co/xtdY4BeitY,63,0,"['don', 't', 'look', 'then', 'mute', 'name', 'hate', 'so', 'much', 'http', 'tcoxtdy4beity']"
784, yea that’s me what you gonna do https://t.co/rVMn14JPfB,626,1,"['yea', 's', 'gon', 'na', 'http', 'tcorvmn14jpfb']"
785,   Fighting with a cop is no way to work for or protect civil liberties… https://t.co/jA8PKBmOIy,1425,1,"['fighting', 'with', 'cop', 'no', 'way', 'to', 'work', 'protect', 'civil', 'liberty', 'http', 'tcoja8pkbmoiy']"
786,it’s actually crazy how many men seek out trans women on the low,211,1,"['s', 'actually', 'crazy', 'how', 'many', 'men', 'seek', 'out', 'trans', 'woman', 'on', 'low']"
787,  Evergreen,524,1,['evergreen']
788,Michael Jackson - Liberian Girl (Clean) (Radio Edit),66,0,"['michael', 'jackson', 'liberian', 'girl', 'clean', 'radio', 'edit']"
789, mentally i’m here,178,1,"['mentally', 'm', 'here']"
790,"    Your opinion on morality doesnt matter to the church, b… https://t.co/kcyrhvTV8K",14,0,"['opinion', 'on', 'morality', 'doesnt', 'matter', 'to', 'church', 'b', 'http', 'tcokcyrhvtv8k']"
791,"5 mins = 1 hr

Shit I'm living in dog years wtf",169,1,"['5', 'min', '1', 'hr', 'shit', 'm', 'living', 'in', 'dog', 'year', 'wtf']"
792, Always write down WHat you think is of value,386,1,"['always', 'write', 'down', 'think', 'value']"
793,  Where can I find whole video pls tell,0,0,"['where', 'can', 'find', 'whole', 'video', 'pls', 'tell']"
794,"[🐶XION BRAND REPUTATION DAILY CHALLENGE🌍]
🧡
I vote #ONEUS for #StanWorld 
👇
◀️CLICK▶️:🔗 [ https://t.co/GoQM4RoVgC ]… https://t.co/6nlfZ4PkZN",67,0,"['xion', 'brand', 'reputation', 'daily', 'challenge', 'vote', 'oneus', 'stanworld', 'click', 'http', 'tcogoqm4rovgc', 'http', 'tco6nlfz4pkzn']"
795,"  Park Jimin
#Dynamite #BestMusicVideo #iHeartAwards ()",56,0,"['park', 'jimin', 'dynamite', 'bestmusicvideo', 'iheartawards']"
796,Oooh you write your name I could do the same,531,1,"['oooh', 'write', 'name', 'could', 'same']"
797,Same that’s why he left https://t.co/AArTUWapeU,324,1,"['same', 's', 'why', 'left', 'http', 'tcoaartuwapeu']"
798,"chris, IF YOU SEEN ANYTHING ON THE MISSIONARIES TL, we’re so sorry. we’re just defending jack ❤️🥲❤️‼️",61,0,"['chris', 'seen', 'anything', 'on', 'missionary', 'tl', 're', 'so', 'sorry', 're', 'just', 'defending', 'jack']"
799,wtf going on rn? i leave for 20 minutes and shit happens /gen,427,1,"['wtf', 'going', 'on', 'rn', 'leave', '20', 'minute', 'shit', 'happens', 'gen']"
800,"  LMAO stolen art, try again. https://t.co/jncKFhY5Nf",34,0,"['lmao', 'stolen', 'art', 'try', 'again', 'http', 'tcojnckfhy5nf']"
801,"This is how and when I will die https://t.co/qqnlEE8yoR

⠀ https://t.co/WAMCe4biIL",206,1,"['how', 'when', 'will', 'die', 'http', 'tcoqqnlee8yor', 'http', 'tcowamce4biil']"
802,"Just so it's understood, I'm not the  from Saskatchewan or that guy in Germany somewhere. Those guys… https://t.co/7ADhyrVvrv",13,0,"['just', 'so', 's', 'understood', 'm', 'not', 'from', 'saskatchewan', 'guy', 'in', 'germany', 'somewhere', 'guy', 'http', 'tco7adhyrvvrv']"
803,this makes me happy https://t.co/rAY8MP1eSx,137,1,"['make', 'happy', 'http', 'tcoray8mp1esx']"
804,today's mv views rly increasing at snail's pace 😭 this reminds me of knock all over again,108,1,"['today', 's', 'mv', 'view', 'rly', 'increasing', 'snail', 's', 'pace', 'reminds', 'knock', 'all', 'over', 'again']"
805, Personally I fucking love it here,283,1,"['personally', 'fucking', 'love', 'here']"
806,I'm voting for Westbrook's massive slam as the #ULTRAmoment of the week! #WizardsMoment,221,1,"['m', 'voting', 'westbrook', 's', 'massive', 'slam', 'ultramoment', 'week', 'wizardsmoment']"
807,"“Take if you need and contribute if you have more” Campaign in Myitkyina, Kachin State. People taking care of each… https://t.co/TlodFCMFRM",5,0,"['take', 'need', 'contribute', 'more', 'campaign', 'in', 'myitkyina', 'kachin', 'state', 'people', 'taking', 'care', 'each', 'http', 'tcotlodfcmfrm']"
808,At the age of 17 I was on my own  at the age of 17 I got away from my hometown where all the envy people was @ and… https://t.co/IVW0DG0Vx3,254,1,"['age', '17', 'on', 'own', 'age', '17', 'got', 'away', 'from', 'hometown', 'where', 'all', 'envy', 'people', 'http', 'tcoivw0dg0vx3']"
809, we chilling rn had a good day today hbu⁉️,305,1,"['chilling', 'rn', 'good', 'day', 'today', 'hbu']"
810,Logan does too i noticed that today 🤦🏽‍♀️🤷🏽‍♀️ https://t.co/Tfxo0uNvbs,2140,1,"['logan', 'too', 'noticed', 'today', 'http', 'tcotfxo0unvbs']"
811,  love my grandmas &lt;3,269,1,"['love', 'grandma', 'lt', '3']"
812,I finally finished the first 16 seasons of greys anatomy 😭 let me start on 17 now lol,1711,1,"['finally', 'finished', 'first', '16', 'season', 'grey', 'anatomy', 'let', 'start', 'on', '17', 'now', 'lol']"
813, Your grammar ain’t hit,141,1,"['grammar', 'ain', 't', 'hit']"
814,the audacity for a person who eat food without spices to speak https://t.co/pErXPAlEdk,125,1,"['audacity', 'person', 'eat', 'food', 'without', 'spice', 'to', 'speak', 'http', 'tcoperxpaledk']"
815,"  I loved season 4, it was so crazy and goofy.",50,0,"['loved', 'season', '4', 'so', 'crazy', 'goofy']"
816, PLsssss Keep safe to all your family   😊🤗,1,0,"['plsssss', 'keep', 'safe', 'to', 'all', 'family']"
817,"#WritingCommnunity 
Wrong Ways, Wrong People, Wrong Situations, Wrong Experience are needed because...
They ultimat… https://t.co/YTne1FwtJO",129,1,"['writingcommnunity', 'wrong', 'way', 'wrong', 'people', 'wrong', 'situation', 'wrong', 'experience', 'needed', 'ultimat', 'http', 'tcoytne1fwtjo']"
818, My fav forever,1262,1,"['fav', 'forever']"
819,"Imagine not having a washboard chest 

I am a guy so I don’t know anything else",97,0,"['imagine', 'not', 'washboard', 'chest', 'guy', 'so', 'don', 't', 'know', 'anything', 'else']"
820,       It was widely reported in th… https://t.co/wUp8hPi6yP,2,0,"['widely', 'reported', 'in', 'th', 'http', 'tcowup8hpi6yp']"
821," mate they're mental loling me for declining them, showing me their rio, their achievements like wtf",1450,1,"['mate', 're', 'mental', 'loling', 'declining', 'showing', 'rio', 'achievement', 'like', 'wtf']"
822,Major upgrade for Bathurst South Public School's canteen https://t.co/1GObfU4e7R,3362,1,"['major', 'upgrade', 'bathurst', 'south', 'public', 'school', 's', 'canteen', 'http', 'tco1gobfu4e7r']"
823, am class just finished ! i feel well hbu 🥰,8078,1,"['class', 'just', 'finished', 'feel', 'well', 'hbu']"
824, Make an OF and POST SUM ASS,63634,2,"['make', 'post', 'sum', 'as']"
825,My ten toe turbo can barely go enuh https://t.co/vtSn9kJT0j,316,1,"['ten', 'toe', 'turbo', 'can', 'barely', 'go', 'enuh', 'http', 'tcovtsn9kjt0j']"
826, LETS GOOOOOO,95,0,"['let', 'goooooo']"
827, Nope 💙 You’ve got this!,612,1,"['nope', 've', 'got']"
828, Morning oppa!,423,1,"['morning', 'oppa']"
829,"#10Mเมนชั่นของคุณบิ๊กกลัฟ

#GulfKanawut 
10 millions of steps to get closer to you.",0,0,"['10mเมนชนของคณบกกลฟ', 'gulfkanawut', '10', 'million', 'step', 'to', 'get', 'closer', 'to']"
830, Yes we do. To forget about the horrible part 2,29,0,"['yes', 'to', 'forget', 'about', 'horrible', 'part', '2']"
831,  💥No they are Bureaucrats who pretend to be Medical Experts; whereas they are all ac… https://t.co/8NHvxlNg1d,3843,1,"['no', 'bureaucrat', 'pretend', 'to', 'medical', 'expert', 'whereas', 'all', 'ac', 'http', 'tco8nhvxlng1d']"
832,smh damn brother,93,0,"['smh', 'damn', 'brother']"
833,"Their blades continue to clash. That eerie breath drowns out the sounds of their lightsabers.

Why is this person h… https://t.co/hwioS5sQcm",48,0,"['blade', 'continue', 'to', 'clash', 'eerie', 'breath', 'drowns', 'out', 'sound', 'lightsabers', 'why', 'person', 'h', 'http', 'tcohwios5sqcm']"
834,"I downloaded Vlive only because of you Mew 555

#MSSVLIVE1BLikes
",501,1,"['downloaded', 'vlive', 'only', 'mew', '555', 'mssvlive1blikes']"
835,   They will still make the playoffs...all they can do at the moment is play… https://t.co/U5R8Z0fvEu,50,0,"['will', 'still', 'make', 'playoff', 'all', 'can', 'moment', 'play', 'http', 'tcou5r8z0fveu']"
836,He couldn’t even afford to pay child support for his 15 children.... https://t.co/BzBuzPOsMI,139,1,"['couldn', 't', 'even', 'afford', 'to', 'pay', 'child', 'support', '15', 'child', 'http', 'tcobzbuzposmi']"
837,       why everybody look depressed??,5,0,"['why', 'everybody', 'look', 'depressed']"
838, i love it here,22,0,"['love', 'here']"
839," nah elongated’s a little bitch, one hit and its insides are splattering everywhere",596,1,"['nah', 'elongated', 's', 'little', 'bitch', 'one', 'hit', 'inside', 'splattering', 'everywhere']"
840, Luma does lays have drip,69,0,"['luma', 'lay', 'drip']"
841,  Awesome!,2099,1,['awesome']
842,"Wiki Link Robot Review, Bonus, Demo - WikiLinkRobot Cloud Based Wiki Backlinks App - https://t.co/ZImWomeuT1… https://t.co/siC83Gkfgk",20266,2,"['wiki', 'link', 'robot', 'review', 'bonus', 'demo', 'wikilinkrobot', 'cloud', 'based', 'wiki', 'backlinks', 'app', 'http', 'tcozimwomeut1', 'http', 'tcosic83gkfgk']"
843,"#WOOAH for creativehallo 

#우아 #CRAXY우아 https://t.co/I0rVtDUtGu",88,0,"['wooah', 'creativehallo', '우아', 'craxy우아', 'http', 'tcoi0rvtdutgu']"
844, Choose me !,44,0,['choose']
845,Time to get drunk.,181,1,"['time', 'to', 'get', 'drunk']"
846," iHeart For BLACKPINK 
I vote #HowYouLikeThat for #BestMusicVideo on #iHeartAwards ",75,0,"['iheart', 'blackpink', 'vote', 'howyoulikethat', 'bestmusicvideo', 'on', 'iheartawards']"
847,"$GHSI CEO to justify reasons for pending acquisition negotiations in coming PR
https://t.co/Mv3xmUJu9A

$ALN… https://t.co/343elDsQhU",34915,2,"['ghsi', 'ceo', 'to', 'justify', 'reason', 'pending', 'acquisition', 'negotiation', 'in', 'coming', 'pr', 'http', 'tcomv3xmuju9a', 'aln', 'http', 'tco343eldsqhu']"
848,"Someone is sexting with me on #NiteFlirt, and you can too at https://t.co/nwsiHxv4Kf!",2895,1,"['someone', 'sexting', 'with', 'on', 'niteflirt', 'can', 'too', 'http', 'tconwsihxv4kf']"
849,"    Actually, America is about liverty, freedom, and pursuit of… https://t.co/kxFivjVWIF",3,0,"['actually', 'america', 'about', 'liverty', 'freedom', 'pursuit', 'http', 'tcokxfivjvwif']"
850,OH SHITTTTTTTTTTTT,1480,1,"['oh', 'shitttttttttttt']"
851, Emasculation deez nuts,418,1,"['emasculation', 'deez', 'nut']"
852,macdonalds is playing vivaldi rn,85,0,"['macdonalds', 'playing', 'vivaldi', 'rn']"
853,  would like join Gingers chit chat.,24,0,"['would', 'like', 'join', 'ginger', 'chit', 'chat']"
854, They need too but if it proves that his brain is damaged does it really excuse him thou?  I am saying t… https://t.co/YxJEfHstVj,110,1,"['need', 'too', 'prof', 'brain', 'damaged', 'really', 'excuse', 'thou', 'saying', 't', 'http', 'tcoyxjefhstvj']"
855,the rest of the cop cars are around the side of the building and in the back https://t.co/vCVnpkbPJD,1069,1,"['rest', 'cop', 'car', 'around', 'side', 'building', 'in', 'back', 'http', 'tcovcvnpkbpjd']"
856, best ship,160,1,"['best', 'ship']"
857, Thank you for reminding people of that!,911,1,"['thank', 'reminding', 'people']"
858,  Jokes on you we also are not a virgins,112,1,"['joke', 'on', 'also', 'not', 'virgin']"
859,"hopi te amo

I vote #BTSArmy for #BestFanArmy at the #iHeartAwards ",134,1,"['hopi', 'te', 'amo', 'vote', 'btsarmy', 'bestfanarmy', 'iheartawards']"
860,eless https://t.co/oikPT7R25R,5664,1,"['eless', 'http', 'tcooikpt7r25r']"
861,      wow so pretty,0,0,"['wow', 'so', 'pretty']"
862,"""I'm not the smart man. But I know what love is."" - It is April 9, 2021 10:10 PM so it's time to #runforrestrun",7,0,"['m', 'not', 'smart', 'man', 'know', 'love', 'april', '9', '2021', '1010', 'pm', 'so', 's', 'time', 'to', 'runforrestrun']"
863, nice mate sky horse,554,1,"['nice', 'mate', 'sky', 'horse']"
864,  7. Must have a gun and black mask,1887,1,"['7', 'must', 'gun', 'black', 'mask']"
865, Too fancy for me!,4952,1,"['too', 'fancy']"
866,   How bout “Gaetz has a Pez dispenser filled with Valtrex for the times when his W… https://t.co/hxxRIU3gM8,57,0,"['how', 'bout', 'gaetz', 'pez', 'dispenser', 'filled', 'with', 'valtrex', 'time', 'when', 'w', 'http', 'tcohxxriu3gm8']"
867,this kuteee but naw 😂🥴 https://t.co/5UI4GZgy05,4227,1,"['kuteee', 'naw', 'http', 'tco5ui4gzgy05']"
868,  Definitely. Here’s to hoping for a bigger deal this weekend!,122,1,"['definitely', 'here', 's', 'to', 'hoping', 'bigger', 'deal', 'weekend']"
869,back door will always be 🔥,1081,1,"['back', 'door', 'will', 'always']"
870,    This thread is very white lol go off mayo kids,2190,1,"['thread', 'very', 'white', 'lol', 'go', 'off', 'mayo', 'kid']"
871, Well damn i guess we both need therapy-,47,0,"['well', 'damn', 'guess', 'both', 'need', 'therapy']"
872,"     All.
Racism is tribalism - ""us"" vs ""them"" . Thi… https://t.co/oZ7ZgpHeLe",328,1,"['all', 'racism', 'tribalism', 'u', 'v', 'thi', 'http', 'tcooz7zgphele']"
873, Our 600 Bbucks Josh https://t.co/OSafDK11Yx,9,0,"['600', 'bbucks', 'josh', 'http', 'tcoosafdk11yx']"
874, q original,1050,1,"['q', 'original']"
875, Make a Theresa edit?,679,1,"['make', 'theresa', 'edit']"
876, Tumbasno yank,280,1,"['tumbasno', 'yank']"
877,"   no we don't get to ""make"" them up. you're the bigot here",26,0,"['no', 'nt', 'get', 'to', 'make', 'up', 're', 'bigot', 'here']"
878, Yes but don’t ikea more than once a year,2999,1,"['yes', 'don', 't', 'ikea', 'more', 'than', 'once', 'year']"
879, Yes. If I’m gonna pretend to be someone else I should at least find someone attractive 😂,482,1,"['yes', 'm', 'gon', 'na', 'pretend', 'to', 'someone', 'else', 'should', 'least', 'find', 'someone', 'attractive']"
880, u did not have to expose us like that..😦,30,0,"['u', 'not', 'to', 'expose', 'u', 'like']"
881, I like how Pploy and Ice were individually complex before they met,869,1,"['like', 'how', 'pploy', 'ice', 'individually', 'complex', 'before', 'met']"
882,  Sorry did you say something? I can’t hear you,1410,1,"['sorry', 'say', 'something', 'can', 't', 'hear']"
883, I did have this as a ring tone..,75,0,"['ring', 'tone']"
884," That's kind of on her then, isn't it? Like it's not Pete's fault that she was bad at getting out there with… https://t.co/zIBDB0ByFg",392,1,"['s', 'kind', 'on', 'then', 'nt', 'like', 's', 'not', 'pete', 's', 'fault', 'bad', 'getting', 'out', 'there', 'with', 'http', 'tcozibdb0byfg']"
885," That's the kind of shit that makes the community look toxic to an outsider.

Because people like t… https://t.co/y2VW3VFFAH",49,0,"['s', 'kind', 'shit', 'make', 'community', 'look', 'toxic', 'to', 'outsider', 'people', 'like', 't', 'http', 'tcoy2vw3vffah']"
886,"   I vote  for #HeartOfGlass covered by 
  for #BestCoverSong at the #iHeartAwards",1,0,"['vote', 'heartofglass', 'covered', 'bestcoversong', 'iheartawards']"
887,Happy Birthday Vil Schoenheit #VilSchoenheit #twistedwonderland #rookhunt #oc #fanart #fireworks #drawdigital https://t.co/b52gBOEsQo,2,0,"['happy', 'birthday', 'vil', 'schoenheit', 'vilschoenheit', 'twistedwonderland', 'rookhunt', 'oc', 'fanart', 'firework', 'drawdigital', 'http', 'tcob52gboesqo']"
888,   Powers up Delirium and everything. Just a lot of great incentives and a pa… https://t.co/YTZfBY3fN7,521,1,"['power', 'up', 'delirium', 'everything', 'just', 'lot', 'great', 'incentive', 'pa', 'http', 'tcoytzfby3fn7']"
889,  Hell yes!,46,0,"['hell', 'yes']"
890,"We were have finite resources, but we lose sight hope for itself is like a great not to be happy in the SUN of pros… https://t.co/wSgbSKHDA7",0,0,"['finite', 'resource', 'lose', 'sight', 'hope', 'like', 'great', 'not', 'to', 'happy', 'in', 'sun', 'pro', 'http', 'tcowsgbskhda7']"
891, pusing,374,1,['pusing']
892, Good,127,1,['good']
893, Done?! Hoping for a victory?! Good luck to everyone?! https://t.co/8ZuepDIhrk,4,0,"['done', 'hoping', 'victory', 'good', 'luck', 'to', 'everyone', 'http', 'tco8zuepdihrk']"
894,     Marco definitely,15,0,"['marco', 'definitely']"
895,that bacon avocado hamburger ain't go as hard as I thought https://t.co/9uIOESDCkV,974,1,"['bacon', 'avocado', 'hamburger', 'ai', 'nt', 'go', 'hard', 'thought', 'http', 'tco9uioesdckv']"
896,Encore Capital Group Inc $ECPG’s price to book value is below 1.5x . Business Growth For The Quarter Ended… https://t.co/gD0i2EUbpB,762,1,"['encore', 'capital', 'group', 'inc', 'ecpg', 's', 'price', 'to', 'book', 'value', 'below', '15x', 'business', 'growth', 'quarter', 'ended', 'http', 'tcogd0i2eubpb']"
897,  You seriously retweeted that?!,15,0,"['seriously', 'retweeted']"
898,  Congratulations!,3880,1,['congratulation']
899," oh no, that is not gucci :c am sorry dom",412,1,"['oh', 'no', 'not', 'gucci', 'c', 'sorry', 'dom']"
900,"When you say ""Bhutto tou Zinda hai na"" you simply blame people of Sindh for their miseries.",159,1,"['when', 'say', 'bhutto', 'tou', 'zinda', 'hai', 'na', 'simply', 'blame', 'people', 'sindh', 'misery']"
901," I read one once. Once.
It was one of those kidnapped ones and they all had one thing set as their pe… https://t.co/kE5ozzRWKK",132,1,"['read', 'one', 'once', 'once', 'one', 'kidnapped', 'one', 'all', 'one', 'thing', 'set', 'pe', 'http', 'tcoke5ozzrwkk']"
902,"Thus, a dedication to an idol is really a dedication to the deity who is ever present and ever existent.",389,1,"['thus', 'dedication', 'to', 'idol', 'really', 'dedication', 'to', 'deity', 'ever', 'present', 'ever', 'existent']"
903,  Anyone that didn't pay rent was the remote in our house.,353,1,"['anyone', 'nt', 'pay', 'rent', 'remote', 'in', 'house']"
904, Top 3 fix but ATR as of now kashtam songs trailer cut rakunda em cheptam genre diff,555,1,"['top', '3', 'fix', 'atr', 'now', 'kashtam', 'song', 'trailer', 'cut', 'rakunda', 'em', 'cheptam', 'genre', 'diff']"
905,"TOMORROW WILL BE MY LAST DAY YAAS

And I'm so fawkin excited to see outside world bruh

But in reality, balik duty na naman",1708,1,"['tomorrow', 'will', 'last', 'day', 'yaas', 'm', 'so', 'fawkin', 'excited', 'to', 'see', 'outside', 'world', 'bruh', 'in', 'reality', 'balik', 'duty', 'na', 'naman']"
906," I'm between my first and second doses, and I sometimes use the Oxford comma and sometimes don't, an… https://t.co/NDaKRmTcSw",2614,1,"['m', 'between', 'first', 'second', 'dos', 'sometimes', 'use', 'oxford', 'comma', 'sometimes', 'nt', 'http', 'tcondakrmtcsw']"
907,"When we lose hope, we break our own heart &amp; that's why we hate ourselves",898,1,"['when', 'lose', 'hope', 'break', 'own', 'heart', 'amp', 's', 'why', 'hate']"
908, Let them go I say!,202,1,"['let', 'go', 'say']"
909,someone is going to die. #rSpringBreak,590,1,"['someone', 'going', 'to', 'die', 'rspringbreak']"
910, u need to be locked up,783,1,"['u', 'need', 'to', 'locked', 'up']"
911,  Substandard #1 over pick -  Anthony Edwards... #NewYorkForever,168,1,"['substandard', '1', 'over', 'pick', 'anthony', 'edward', 'newyorkforever']"
912, they look delicious woa,96,0,"['look', 'delicious', 'woa']"
913,"And it's all weighing down
The stress of everything
Holding on to all this pain
And I don't think I'll make it out",23,0,"['s', 'all', 'weighing', 'down', 'stress', 'everything', 'holding', 'on', 'to', 'all', 'pain', 'nt', 'think', 'll', 'make', 'out']"
914,"Dude my neighbor is pregnant 🥺💗
Can’t wait !",151,1,"['dude', 'neighbor', 'pregnant', 'can', 't', 'wait']"
915,"Jogo favorito??
I'm voting for #Louies for #BestFanArmy at the #iHeartAwards",1,0,"['jogo', 'favorito', 'm', 'voting', 'louies', 'bestfanarmy', 'iheartawards']"
916," I’m telling ya, dudes just now settling in, I’m not worried at all about  
🔥🔥🔥🔥🤘🏾🔥🔥🔥🔥",1583,1,"['m', 'telling', 'ya', 'dude', 'just', 'now', 'settling', 'in', 'm', 'not', 'worried', 'all', 'about']"
917, why not hot wheels https://t.co/42w8jbvrm1,906,1,"['why', 'not', 'hot', 'wheel', 'http', 'tco42w8jbvrm1']"
918,polo g go harder then me,133,1,"['polo', 'g', 'go', 'harder', 'then']"
919,    When OG meets OD.,1567,1,"['when', 'og', 'meet', 'od']"
920," Us on your first day of your PhD. 

I'm the embittered divorcee https://t.co/i7NVkUtxWB",951,1,"['u', 'on', 'first', 'day', 'phd', 'm', 'embittered', 'divorcee', 'http', 'tcoi7nvkutxwb']"
921,Chad Android user s/o and Omega IPhone s/o,140,1,"['chad', 'android', 'user', 'so', 'omega', 'iphone', 'so']"
922,"Get ready for it Ranger fans, it’s gonna be a long season. 😒 https://t.co/lpLvEkb00B",358,1,"['get', 'ready', 'ranger', 'fan', 's', 'gon', 'na', 'long', 'season', 'http', 'tcolplvekb00b']"
923, excited,18,0,['excited']
924, i thought this was klaus and i almost cried,110,1,"['thought', 'klaus', 'almost', 'cried']"
925," Dude was spinning frisbees up there at the end. 
The ball was going sideways. 
Dirty",342,1,"['dude', 'spinning', 'frisbee', 'up', 'there', 'end', 'ball', 'going', 'sideways', 'dirty']"
926, time??,3118,1,['time']
927,  Newfoundland / Labrador thing they have been inoculated from the adverse effects of the Tru… https://t.co/iyFhy2QuKc,1263,1,"['newfoundland', 'labrador', 'thing', 'inoculated', 'from', 'adverse', 'effect', 'tru', 'http', 'tcoiyfhy2qukc']"
928,They’re so 🥵🥵 tonight https://t.co/rP0E500SQA,383,1,"['re', 'so', 'tonight', 'http', 'tcorp0e500sqa']"
929,  They’re suppressing the truth!!!,2456,1,"['re', 'suppressing', 'truth']"
930,DEMAR WHAT TYPE OF PASS WAS THAT,53,0,"['demar', 'type', 'pas']"
931," Spaceship

IZ*ONE will forever be marked in the hearts of WIZ*ONEs. 

#MakeItWithIZONE
",118,1,"['spaceship', 'izone', 'will', 'forever', 'marked', 'in', 'heart', 'wizones', 'makeitwithizone']"
932, Breed my virgin ass is Friday 😘,34,0,"['breed', 'virgin', 'as', 'friday']"
933, come stay wimme then..,183,1,"['come', 'stay', 'wimme', 'then']"
934,Bike bike https://t.co/aE85eJBf4q,71,0,"['bike', 'bike', 'http', 'tcoae85ejbf4q']"
935,Homer and his shiny fur 🖤🤍 https://t.co/nPkoFIbgPD,6766,1,"['homer', 'shiny', 'fur', 'http', 'tconpkofibgpd']"
936, YOU MEAN SO MUCH TO ME I LOVE U SO MUCH,468,1,"['mean', 'so', 'much', 'to', 'love', 'u', 'so', 'much']"
937, I wish you could too 🥺,172,1,"['wish', 'could', 'too']"
938, smol,1418,1,['smol']
939,"First of all  , Congrats on a beautiful project,  Aura III. 😘🌷🎶 the songs I have on repeat are: ""only one"", ""… https://t.co/3J2ahbgKGh",295,1,"['first', 'all', 'congrats', 'on', 'beautiful', 'project', 'aura', 'iii', 'song', 'on', 'repeat', 'only', 'one', 'http', 'tco3j2ahbgkgh']"
